"TransactionID","Date","Time","Weekday","Quarter","StoreID","StoreName","Region","Prefecture","StoreType","CustomerID","Age","AgeGroup","Gender","MemberRank","LTV_Score","JobType","AnnualIncome_Est","MaritalStatus","ChildrenCount","ProductID","CategoryMain","CategorySub","Brand","ProductName","SKU","Color","Size","SupplierID","StockLevel","UnitCost","UnitPrice","Quantity","GrossSales","DiscountRate","DiscountAmount","NetSales","TaxAmount","Profit","ProfitMargin","PaymentMethod","PaymentStatus","Channel","DeviceType","OS","ShippingMethod","ShippingCost","DeliveryDate","ReviewScore","IsReturn"
"TRX-4a358f3e","2023-08-24","17:06","Fri","Q3","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-98632","33","30s","Male","Regular","1.26","Housewife","4070000","Single","1","PRD-6570","Food","Sub-Food","Brand-B","Food-Item","3638589D","Black","M","SUP-345","32","1070","2177","1","2177","0","0","2177","217","1107","0.51","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-08-24","","0"
"TRX-c93d4ef4","2023-02-04","15:49","Sun","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-10762","40","40s","Female","Regular","1.19","Student","6610000","Married","3","PRD-5747","Home","Sub-Home","Brand-A","Home-Item","BBE67C4A","Blue","S","SUP-711","69","801","1098","1","1098","0.30000000000000004","329","769","76","-32","-0.04","Credit","Completed","App","Mobile","iOS","Courier","500","2023-02-06","2","0"
"TRX-c682fa39","2023-10-19","19:37","Fri","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-57811","33","30s","Male","Gold","2.37","Office Worker","7540000","Single","1","PRD-3912","Food","Sub-Food","Brand-F","Food-Item","0B7FB9B1","Blue","M","SUP-875","18","2056","3981","1","3981","0","0","3981","398","1925","0.48","Credit","Completed","App","Mobile","iOS","Courier","500","2023-10-26","","0"
"TRX-c317aefe","2023-09-04","16:50","Tue","Q3","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-65194","31","30s","Female","Regular","1.24","Self-Employed","8820000","Single","2","PRD-4156","Fashion","Sub-Fashion","Brand-B","Fashion-Item","00D817C8","Red","M","SUP-754","5","3432","5291","1","5291","0","0","5291","529","1859","0.35","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-09-04","","0"
"TRX-f704e7c5","2023-03-27","13:47","Tue","Q1","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-59051","47","40s","Female","Regular","1.36","Self-Employed","4510000","Single","0","PRD-8032","Food","Sub-Food","Brand-E","Food-Item","718F195C","Black","L","SUP-520","16","1352","2630","1","2630","0","0","2630","263","1278","0.49","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-03-27","1","0"
"TRX-5346ad45","2023-06-10","10:47","Sun","Q2","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-54034","44","40s","Female","Gold","1.89","Office Worker","2090000","Single","2","PRD-4411","Food","Sub-Food","Brand-B","Food-Item","7968DD66","White","M","SUP-598","18","418","744","1","744","0.1","74","670","67","252","0.38","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-06-10","","0"
"TRX-2b045fc4","2023-01-01","19:36","Mon","Q1","ST-5","Fukuoka Tenjin","Kanto","Tokyo","Physical","CUST-59018","18","10s","Male","Regular","1.09","Self-Employed","3770000","Single","1","PRD-7432","Home","Sub-Home","Brand-D","Home-Item","BF56C3AE","White","M","SUP-288","43","1012","1723","1","1723","0.2","344","1379","137","367","0.27","Cash","Completed","Store","POS","Embedded","Carry-out","0","2023-01-01","","0"
"TRX-8f291531","2023-04-30","11:52","Mon","Q2","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-45637","33","30s","Male","Regular","1.13","Student","7240000","Single","3","PRD-3187","Fashion","Sub-Fashion","Brand-C","Fashion-Item","6E14CA00","Red","M","SUP-939","56","4951","8122","1","8122","0","0","8122","812","3171","0.39","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-04-30","","0"
"TRX-7ccfeca0","2023-04-03","13:12","Tue","Q2","ST-7","EC Online","Online","Tokyo","Virtual","CUST-35488","37","30s","Male","Regular","1.03","Housewife","3550000","Married","2","PRD-8205","Home","Sub-Home","Brand-B","Home-Item","9184C747","Black","L","SUP-606","68","1348","2144","1","2144","0","0","2144","214","796","0.37","Cash","Completed","App","Mobile","iOS","Courier","500","2023-04-04","","1"
"TRX-a9269a85","2023-06-03","20:20","Sun","Q2","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-59262","26","20s","Male","Regular","1.09","Office Worker","9990000","Single","1","PRD-9695","Food","Sub-Food","Brand-D","Food-Item","07098478","Black","M","SUP-988","21","379","615","1","615","0","0","615","61","236","0.38","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-06-03","","0"
"TRX-dc0bc36e","2023-02-01","15:10","Thu","Q1","ST-3","Osaka Umeda","Kansai","Osaka","Physical","CUST-57323","33","30s","Female","Regular","1.06","Office Worker","5970000","Married","1","PRD-3783","Home","Sub-Home","Brand-A","Home-Item","295EC785","Black","S","SUP-817","22","558","769","1","769","0","0","769","76","211","0.27","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-02-01","","0"
"TRX-50027f25","2023-12-03","23:41","Mon","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-81523","32","30s","Male","Regular","1.21","Other","1210000","Married","2","PRD-7682","Fashion","Sub-Fashion","Brand-E","Fashion-Item","B63D54D2","Black","S","SUP-418","50","7587","10280","1","10280","0.1","1028","9252","925","1665","0.18","QR","Completed","App","Mobile","iOS","Courier","500","2023-12-09","","0"
"TRX-14bbe2ba","2023-12-11","17:55","Tue","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-58134","29","20s","Female","Regular","1.06","Housewife","5350000","Single","3","PRD-4929","Home","Sub-Home","Brand-D","Home-Item","1A4391A3","Red","S","SUP-224","21","1163","2018","1","2018","0","0","2018","201","855","0.42","Credit","Completed","App","Mobile","iOS","Courier","500","2023-12-15","","0"
"TRX-45a50964","2023-09-27","21:42","Thu","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-95784","35","30s","Male","Regular","1.32","Office Worker","-660000","Single","2","PRD-8516","Home","Sub-Home","Brand-B","Home-Item","2665B825","Black","M","SUP-387","42","694","1184","1","1184","0","0","1184","118","490","0.41","Credit","Completed","App","Mobile","iOS","Courier","500","2023-09-30","","0"
"TRX-84ccc9b1","2023-07-02","18:45","Mon","Q3","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-90925","39","30s","Male","Regular","1.18","Self-Employed","9530000","Married","0","PRD-7976","Home","Sub-Home","Brand-A","Home-Item","8B6F1D66","Red","M","SUP-950","37","97","184","1","184","0","0","184","18","87","0.47","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-07-02","","0"
"TRX-d59c0b61","2023-06-24","11:44","Sun","Q2","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-22793","38","30s","Male","Regular","1.16","Student","8750000","Married","3","PRD-6352","Food","Sub-Food","Brand-F","Food-Item","C1AEE1B9","Red","M","SUP-431","71","1050","1652","1","1652","0","0","1652","165","602","0.36","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-06-24","","0"
"TRX-b3745c51","2023-12-07","13:01","Fri","Q4","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-12643","30","30s","Male","Regular","1.04","Office Worker","3590000","Single","2","PRD-7150","Food","Sub-Food","Brand-D","Food-Item","6D699BC9","Red","M","SUP-794","58","389","885","1","885","0","0","885","88","496","0.56","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-12-07","","0"
"TRX-dfc166d7","2023-07-16","17:42","Mon","Q3","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-64285","44","40s","Male","Regular","1.13","Office Worker","6040000","Married","3","PRD-7356","Fashion","Sub-Fashion","Brand-B","Fashion-Item","ACA8FF7E","Red","L","SUP-466","47","5938","9654","1","9654","0","0","9654","965","3716","0.38","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-07-16","","0"
"TRX-30392e80","2023-06-02","15:12","Sat","Q2","ST-3","Osaka Umeda","Kansai","Osaka","Physical","CUST-82792","38","30s","Male","Regular","1.17","Housewife","6110000","Single","0","PRD-4169","Fashion","Sub-Fashion","Brand-B","Fashion-Item","C76EA647","Blue","S","SUP-228","28","2872","4956","1","4956","0","0","4956","495","2084","0.42","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-06-02","","0"
"TRX-a828561d","2023-10-14","18:32","Sun","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-15249","22","20s","Female","Gold","2.43","Office Worker","5840000","Married","3","PRD-9027","Fashion","Sub-Fashion","Brand-A","Fashion-Item","BB59FA55","White","S","SUP-613","23","3051","4285","1","4285","0.30000000000000004","1285","3000","300","-51","-0.02","Cash","Completed","Store","POS","Embedded","Carry-out","0","2023-10-14","","0"
"TRX-a7597c12","2023-10-12","19:26","Fri","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-66294","23","20s","Male","Gold","1.69","Housewife","4020000","Single","0","PRD-9373","Electronics","Sub-Electronics","Brand-F","Electronics-Item","2546A46A","White","L","SUP-351","64","16519","30774","1","30774","0","0","30774","3077","14255","0.46","QR","Completed","App","Mobile","iOS","Courier","500","2023-10-15","","0"
"TRX-9a6d462c","2023-12-25","09:58","Tue","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-20757","38","30s","Male","Regular","1.02","Office Worker","4940000","Single","0","PRD-5741","Food","Sub-Food","Brand-A","Food-Item","D212E7C5","White","M","SUP-344","46","920","1821","1","1821","0","0","1821","182","901","0.49","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-12-25","","0"
"TRX-08742a27","2023-10-19","11:49","Fri","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-35257","22","20s","Male","Regular","1.38","Housewife","5790000","Married","2","PRD-4989","Food","Sub-Food","Brand-F","Food-Item","53DD7BE3","Red","L","SUP-370","60","188","294","1","294","0.1","29","265","26","77","0.29","Credit","Completed","App","Mobile","iOS","Courier","500","2023-10-21","","0"
"TRX-45261f49","2023-09-25","19:48","Tue","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-23935","29","20s","Male","Regular","1.36","Office Worker","4530000","Married","0","PRD-7086","Home","Sub-Home","Brand-E","Home-Item","8DA32774","Black","M","SUP-753","72","1402","2765","1","2765","0","0","2765","276","1363","0.49","Credit","Completed","App","Mobile","iOS","Courier","500","2023-09-28","","0"
"TRX-d84202fc","2023-06-17","19:00","Sun","Q2","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-77980","34","30s","Female","Regular","1.09","Office Worker","4080000","Single","0","PRD-8138","Food","Sub-Food","Brand-F","Food-Item","F72D1141","Black","L","SUP-316","81","1238","2160","1","2160","0","0","2160","216","922","0.43","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-06-17","","0"
"TRX-612d2f3f","2023-12-23","16:55","Sun","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-43942","30","30s","Female","Regular","1.40","Office Worker","2900000","Single","1","PRD-7073","Food","Sub-Food","Brand-C","Food-Item","5D98EDE5","Red","M","SUP-617","89","1381","2609","5","13045","0","0","13045","1304","6140","0.47","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-12-23","","0"
"TRX-23206413","2023-01-08","13:55","Mon","Q1","ST-3","Osaka Umeda","Kansai","Osaka","Physical","CUST-99206","32","30s","Male","Regular","1.09","Student","9460000","Married","2","PRD-9852","Home","Sub-Home","Brand-A","Home-Item","52B51E35","White","L","SUP-926","34","66","100","1","100","0","0","100","10","34","0.34","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-01-08","","0"
"TRX-070f35fc","2023-01-08","09:22","Mon","Q1","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-98411","40","40s","Female","Regular","1.19","Student","5750000","Single","0","PRD-3965","Home","Sub-Home","Brand-F","Home-Item","FFBDEABA","Blue","L","SUP-194","61","144","280","1","280","0","0","280","28","136","0.49","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-01-08","","0"
"TRX-df21b40e","2023-04-07","14:58","Sat","Q2","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-43642","28","20s","Male","Regular","1.04","Housewife","2850000","Single","3","PRD-2268","Food","Sub-Food","Brand-E","Food-Item","5FFA6A11","White","S","SUP-212","85","1505","2263","1","2263","0","0","2263","226","758","0.33","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-04-07","","0"
"TRX-a1e9003c","2023-01-20","16:31","Sat","Q1","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-81337","20","20s","Female","Gold","1.52","Office Worker","4560000","Married","1","PRD-7451","Home","Sub-Home","Brand-C","Home-Item","B8946530","Red","L","SUP-935","58","1100","1907","1","1907","0","0","1907","190","807","0.42","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-01-20","4","0"
"TRX-88f046e4","2023-12-10","15:17","Mon","Q4","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-64590","18","10s","Male","Regular","1.04","Housewife","9620000","Married","2","PRD-8762","Fashion","Sub-Fashion","Brand-A","Fashion-Item","966B2F53","Black","M","SUP-851","73","13712","21791","1","21791","0","0","21791","2179","8079","0.37","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-12-10","","0"
"TRX-4e0031ea","2023-07-08","16:12","Sun","Q3","ST-3","Osaka Umeda","Kansai","Osaka","Physical","CUST-49277","21","20s","Male","Regular","1.16","Other","5820000","Single","0","PRD-7079","Home","Sub-Home","Brand-B","Home-Item","F783241F","Blue","L","SUP-925","16","2199","3139","1","3139","0.2","627","2512","251","313","0.12","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-07-08","","0"
"TRX-9515f01e","2023-01-10","22:18","Wed","Q1","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-94770","18","10s","Male","Regular","1.17","Housewife","7010000","Married","1","PRD-2834","Fashion","Sub-Fashion","Brand-D","Fashion-Item","6A1660EB","Red","M","SUP-568","77","926","1782","1","1782","0","0","1782","178","856","0.48","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-01-10","","0"
"TRX-af6cd503","2023-10-11","14:42","Thu","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-84566","18","10s","Female","Regular","1.18","Housewife","3400000","Married","1","PRD-1155","Home","Sub-Home","Brand-B","Home-Item","4F3412DF","Blue","M","SUP-728","60","1748","3266","1","3266","0","0","3266","326","1518","0.46","Credit","Completed","App","Mobile","iOS","Courier","500","2023-10-15","","1"
"TRX-092e656c","2023-11-23","12:52","Fri","Q4","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-33590","28","20s","Male","Gold","2.06","Office Worker","4650000","Single","1","PRD-4896","Food","Sub-Food","Brand-F","Food-Item","C151AAB2","Black","L","SUP-804","79","1524","2679","1","2679","0.1","267","2412","241","888","0.37","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-11-23","","1"
"TRX-86741213","2023-07-02","20:28","Mon","Q3","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-48898","34","30s","Male","Regular","1.31","Office Worker","2990000","Married","2","PRD-8853","Food","Sub-Food","Brand-E","Food-Item","F76E571C","Blue","M","SUP-597","66","838","1804","1","1804","0.1","180","1624","162","786","0.48","Cash","Completed","Store","POS","Embedded","Carry-out","0","2023-07-02","","0"
"TRX-8e278748","2023-01-12","17:39","Fri","Q1","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-41260","18","10s","Female","Regular","1.09","Office Worker","9190000","Single","0","PRD-9912","Fashion","Sub-Fashion","Brand-F","Fashion-Item","2FDACB5A","Red","M","SUP-606","87","7187","12920","1","12920","0","0","12920","1292","5733","0.44","Cash","Completed","Store","POS","Embedded","Carry-out","0","2023-01-12","","0"
"TRX-312ddaca","2023-09-08","14:52","Sat","Q3","ST-7","EC Online","Online","Tokyo","Virtual","CUST-81107","34","30s","Male","Regular","1.07","Office Worker","2690000","Single","3","PRD-6077","Food","Sub-Food","Brand-C","Food-Item","2B725F8A","Blue","S","SUP-739","44","989","2040","1","2040","0","0","2040","204","1051","0.52","Credit","Completed","App","Mobile","iOS","Courier","500","2023-09-13","","0"
"TRX-4adafa6b","2023-05-14","13:15","Mon","Q2","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-86041","32","30s","Male","Regular","1.28","Self-Employed","8720000","Married","0","PRD-3875","Home","Sub-Home","Brand-C","Home-Item","D3969C1A","White","L","SUP-880","37","865","1406","1","1406","0","0","1406","140","541","0.38","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-05-14","","0"
"TRX-c2e16c77","2023-04-23","19:34","Mon","Q2","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-10361","55","50s","Male","Regular","1.40","Student","8670000","Single","0","PRD-5301","Fashion","Sub-Fashion","Brand-A","Fashion-Item","86A2D892","White","S","SUP-675","49","8944","12517","1","12517","0.1","1251","11266","1126","2322","0.21","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-04-23","","0"
"TRX-349e2d22","2023-09-10","15:33","Mon","Q3","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-17427","44","40s","Male","Regular","1.21","Self-Employed","6230000","Single","3","PRD-8390","Fashion","Sub-Fashion","Brand-A","Fashion-Item","18200DD0","Red","M","SUP-919","12","5037","6688","1","6688","0","0","6688","668","1651","0.25","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-09-10","","0"
"TRX-d34a891a","2023-10-16","16:49","Tue","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-60069","19","10s","Male","Gold","1.85","Housewife","4000000","Married","3","PRD-1593","Fashion","Sub-Fashion","Brand-F","Fashion-Item","961B135F","Black","L","SUP-544","59","3947","6774","1","6774","0","0","6774","677","2827","0.42","Credit","Completed","App","Mobile","iOS","Courier","500","2023-10-18","","0"
"TRX-04c6e2ae","2023-10-21","17:38","Sun","Q4","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-28087","37","30s","Male","Regular","1.17","Housewife","7750000","Married","0","PRD-6572","Fashion","Sub-Fashion","Brand-A","Fashion-Item","A80D961C","White","S","SUP-151","79","4225","6122","1","6122","0","0","6122","612","1897","0.31","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-10-21","","0"
"TRX-064302fa","2023-10-17","16:48","Wed","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-90479","34","30s","Female","Regular","1.05","Self-Employed","7430000","Married","2","PRD-3587","Fashion","Sub-Fashion","Brand-C","Fashion-Item","7B11E0B5","Blue","M","SUP-349","41","3250","4450","1","4450","0","0","4450","445","1200","0.27","QR","Completed","App","Mobile","iOS","Courier","500","2023-10-21","","0"
"TRX-2ccdff53","2023-10-05","23:33","Fri","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-89349","25","20s","Female","Regular","1.03","Office Worker","4980000","Single","1","PRD-7600","Home","Sub-Home","Brand-C","Home-Item","B385EBB4","Red","M","SUP-312","34","564","877","1","877","0","0","877","87","313","0.36","QR","Completed","App","Mobile","iOS","Courier","500","2023-10-09","","0"
"TRX-67e1f0a1","2023-11-11","14:12","Sun","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-66848","19","10s","Female","Regular","1.17","Housewife","8740000","Single","1","PRD-1191","Food","Sub-Food","Brand-E","Food-Item","56ABDE6B","Black","L","SUP-210","73","1371","2066","1","2066","0","0","2066","206","695","0.34","Cash","Completed","App","Mobile","iOS","Courier","500","2023-11-17","","0"
"TRX-afb4e77f","2023-03-18","15:22","Sun","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-70250","22","20s","Male","Regular","1.18","Office Worker","2900000","Single","1","PRD-7750","Electronics","Sub-Electronics","Brand-D","Electronics-Item","5D2C1DD2","Red","L","SUP-568","26","24917","33082","1","33082","0","0","33082","3308","8165","0.25","Credit","Completed","App","Mobile","iOS","Courier","500","2023-03-22","","0"
"TRX-4b43e4f7","2023-12-18","09:06","Tue","Q4","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-21318","40","40s","Male","Regular","1.39","Student","6880000","Married","0","PRD-5961","Home","Sub-Home","Brand-D","Home-Item","183990C2","Blue","S","SUP-897","67","942","1341","1","1341","0.2","268","1073","107","131","0.12","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-12-18","","0"
"TRX-16e42984","2023-03-05","09:15","Mon","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-94335","42","40s","Female","Regular","1.13","Other","7460000","Married","2","PRD-3542","Home","Sub-Home","Brand-E","Home-Item","1F0995D2","White","L","SUP-552","50","1557","2319","1","2319","0","0","2319","231","762","0.33","Cash","Completed","App","Mobile","iOS","Courier","500","2023-03-08","","0"
"TRX-da1616a3","2023-11-02","11:03","Fri","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-80616","52","50s","Male","Regular","1.13","Student","5440000","Single","0","PRD-6537","Home","Sub-Home","Brand-D","Home-Item","F0151A65","White","M","SUP-741","96","418","703","1","703","0","0","703","70","285","0.41","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-11-02","","0"
"TRX-560333d0","2023-03-13","09:22","Tue","Q1","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-75991","37","30s","Male","Regular","1.08","Self-Employed","5070000","Married","3","PRD-9288","Food","Sub-Food","Brand-A","Food-Item","F1D81698","Red","M","SUP-874","73","965","2003","1","2003","0","0","2003","200","1038","0.52","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-03-13","","0"
"TRX-5aecb651","2023-10-02","15:31","Tue","Q4","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-71623","40","40s","Male","Gold","1.72","Housewife","6760000","Single","3","PRD-4892","Fashion","Sub-Fashion","Brand-E","Fashion-Item","5D111D1F","White","S","SUP-926","84","7548","11976","1","11976","0","0","11976","1197","4428","0.37","QR","Completed","Store","POS","Embedded","Carry-out","0","2023-10-02","","0"
"TRX-8d208165","2023-12-13","13:32","Thu","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-42820","19","10s","Male","Regular","1.47","Student","8070000","Single","3","PRD-6621","Food","Sub-Food","Brand-C","Food-Item","344114F0","Red","M","SUP-918","68","650","1109","1","1109","0","0","1109","110","459","0.41","Credit","Completed","App","Mobile","iOS","Courier","500","2023-12-18","","0"
"TRX-14e587d9","2023-04-30","20:49","Mon","Q2","ST-4","Nagoya Sakae","Kanto","Tokyo","Physical","CUST-44201","66","60s","Female","Regular","1.19","Office Worker","6220000","Married","2","PRD-2126","Fashion","Sub-Fashion","Brand-A","Fashion-Item","6E8AE412","Black","S","SUP-657","12","4039","8865","1","8865","0","0","8865","886","4826","0.54","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-04-30","","0"
"TRX-435c1102","2023-11-04","14:15","Sun","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-63497","18","10s","Male","Regular","1.47","Student","8110000","Single","1","PRD-6134","Food","Sub-Food","Brand-F","Food-Item","DBA8882B","White","S","SUP-312","84","1780","2971","1","2971","0","0","2971","297","1191","0.40","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-11-04","","0"
"TRX-6b4c72f6","2023-12-05","19:20","Wed","Q4","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-29333","27","20s","Male","Regular","1.09","Office Worker","5620000","Single","0","PRD-9672","Home","Sub-Home","Brand-B","Home-Item","889A68C5","Black","L","SUP-401","1","817","2117","1","2117","0.2","423","1694","169","877","0.52","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-12-05","","0"
"TRX-aca6b95e","2023-07-17","09:17","Tue","Q3","ST-2","Shibuya","Kanto","Tokyo","Physical","CUST-52548","36","30s","Female","Regular","1.20","Office Worker","5170000","Single","0","PRD-3705","Fashion","Sub-Fashion","Brand-F","Fashion-Item","D1097C7F","White","M","SUP-956","84","4376","5929","1","5929","0","0","5929","592","1553","0.26","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-07-17","","0"
"TRX-8a337f99","2023-10-12","13:42","Fri","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-53133","53","50s","Male","Gold","1.56","Office Worker","6490000","Single","2","PRD-5988","Food","Sub-Food","Brand-A","Food-Item","0A9AF1F9","Red","S","SUP-400","18","1709","2882","1","2882","0","0","2882","288","1173","0.41","Credit","Completed","App","Mobile","iOS","Courier","500","2023-10-16","","0"
"TRX-1570fa9f","2023-10-03","21:50","Wed","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-47412","31","30s","Female","Regular","1.06","Office Worker","4870000","Single","2","PRD-3324","Electronics","Sub-Electronics","Brand-B","Electronics-Item","C04C4CC7","White","S","SUP-677","87","30814","58161","1","58161","0","0","58161","5816","27347","0.47","Cash","Completed","App","Mobile","iOS","Courier","500","2023-10-08","","0"
"TRX-b95bdcc0","2023-12-04","15:50","Tue","Q4","ST-1","Shinjuku","Kanto","Tokyo","Physical","CUST-66669","23","20s","Male","Regular","1.24","Student","-50000","Single","1","PRD-4673","Home","Sub-Home","Brand-F","Home-Item","B3DD6AB2","Blue","M","SUP-212","3","1155","2208","1","2208","0","0","2208","220","1053","0.48","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-12-04","","0"
"TRX-9c2145c4","2023-12-11","15:57","Tue","Q4","ST-7","EC Online","Online","Tokyo","Virtual","CUST-86263","25","20s","Female","Gold","1.96","Office Worker","4680000","Single","2","PRD-4873","Food","Sub-Food","Brand-F","Food-Item","96E220BA","Black","M","SUP-391","81","1676","2576","1","2576","0.30000000000000004","772","1804","180","128","0.07","Credit","Completed","App","Mobile","iOS","Courier","500","2023-12-18","","0"
"TRX-0b0f6954","2023-03-26","12:09","Mon","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-55259","37","30s","Female","Regular","1.20","Office Worker","5770000","Married","2","PRD-7912","Food","Sub-Food","Brand-D","Food-Item","B1AEFBEC","Red","S","SUP-257","70","791","1293","1","1293","0","0","1293","129","502","0.39","Credit","Completed","App","Mobile","iOS","Courier","500","2023-04-02","","0"
"TRX-2d5bd906","2023-11-05","22:40","Mon","Q4","ST-0","Tokyo Main","Kanto","Tokyo","Physical","CUST-22442","38","30s","Female","Regular","1.15","Other","1030000","Single","0","PRD-3696","Food","Sub-Food","Brand-E","Food-Item","7190E796","Blue","L","SUP-906","77","791","1173","1","1173","0","0","1173","117","382","0.33","Credit","Completed","Store","POS","Embedded","Carry-out","0","2023-11-05","","0"
"TRX-1f221d92","2023-02-25","14:48","Sun","Q1","ST-7","EC Online","Online","Tokyo","Virtual","CUST-27694","40","40s","Female","Regular","1.01","Office Worker","3230000","Single","1","PRD-3583","Home","Sub-Home","Brand-E","Home-Item","19283998","Blue","M","SUP-304","3","1369","2498","1","2498","0","0","2498","249","1129","0.45","Credit","Completed","App","Mobile","iOS","Courier","500","2023-03-01","","0"
"TRX-32b75838","2023-05-06","09:38","Sun","Q2","ST-7","EC Online","Online","Tokyo","Virtual","CUST-60302","18","10s","Male","Regular","1.23","Office Worker","3870000","Single","0","PRD-7153","Food","Sub-Food","Brand-D","Food-Item","15909AB2","White","L","SUP-698","90","1551","2371","1","2371","0.30000000000000004","711","1660","166","109","0.07","QR","Completed","App","Mobile","iOS","Courier","500","2023-05-09","","0"
